chr-gene-id	gene length (bp)	number HetSNPs	HetSNPs rates
chr02-25730673-25735162	4490	24	0.005345211581291759
chr02-25740920-25741759	840	3	0.0035714285714285713
chr02-25744049-25744396	348	3	0.008620689655172414
chr02-25744464-25745558	1095	6	0.005479452054794521
chr02-25746754-25749893	3140	14	0.0044585987261146496
chr02-25751114-25759033	7920	21	0.0026515151515151517
chr02-25770437-25772327	1891	6	0.0031729243786356425
chr02-25775180-25777599	2420	22	0.00909090909090909
chr02-25779147-25781131	1985	4	0.0020151133501259445
chr02-25787751-25790302	2552	15	0.005877742946708464
chr02-25795431-25800468	5038	32	0.006351726875744343
chr02-25807841-25809004	1164	7	0.006013745704467354
chr02-25812133-25813310	1178	9	0.007640067911714771
chr02-25814135-25816715	2581	7	0.0027121270825261525
chr02-25829346-25833813	4468	60	0.01342882721575649
chr02-25834059-25836408	2350	17	0.00723404255319149
chr02-25848497-25854150	5654	15	0.0026529890343119913
chr02-25854119-25857267	3149	1	0.00031756113051762465
chr02-25865383-25866237	855	2	0.0023391812865497076
chr02-25866865-25869129	2265	9	0.003973509933774834
chr02-25870430-25880187	9758	22	0.0022545603607296576
chr02-25887839-25892881	5043	43	0.008526670632559984
chr02-25894165-25901727	7563	36	0.004760015866719556
chr02-25901494-25901787	294	1	0.003401360544217687
chr02-25902049-25907819	5771	31	0.005371686016288338
chr02-25919229-25921249	2021	11	0.0054428500742206825
chr02-25925074-25929156	4083	65	0.01591966691158462
chr02-25932503-25933598	1096	6	0.005474452554744526
chr02-25935990-25952370	16381	95	0.005799401745925158
chr02-25959111-25962350	3240	19	0.005864197530864198
chr02-25963608-25969634	6027	67	0.011116641778662685
chr02-25970541-25971422	882	4	0.0045351473922902496
chr02-25979849-25980679	831	3	0.0036101083032490976
chr02-25984765-25993256	8492	33	0.0038860103626943004
chr02-25994434-26003285	8852	36	0.004066877541798464
chr02-26029081-26031493	2413	24	0.009946125155408206
chr02-26035462-26035997	536	0	0.0
chr02-26042985-26052471	9487	64	0.00674607357436492
chr02-26067683-26071248	3566	24	0.006730229949523275
chr02-26076899-26077468	570	3	0.005263157894736842
chr02-26086333-26095527	9195	49	0.005328983143012507
chr02-26097831-26098193	363	0	0.0
chr02-26108116-26108937	822	9	0.010948905109489052
chr02-26109006-26110871	1866	14	0.007502679528403001
chr02-26111423-26112168	746	12	0.0160857908847185
chr02-26112232-26116825	4594	37	0.00805398345668263
chr02-26124091-26124857	767	6	0.007822685788787484
chr02-26126728-26137770	11043	60	0.0054333061668024995
chr02-26143000-26144664	1665	4	0.0024024024024024023
chr02-26158735-26169045	10311	52	0.005043157792648628
chr02-26166795-26177425	10631	82	0.007713291317844041
chr02-26207870-26212883	5014	33	0.00658157159952134
chr02-26224134-26225434	1301	11	0.008455034588777863
chr02-26225559-26226421	863	13	0.015063731170336037
chr02-26229858-26231834	1977	19	0.009610520991401113
chr02-26237052-26244649	7598	68	0.008949723611476704
chr02-26245327-26245695	369	3	0.008130081300813009
chr02-26247463-26249749	2287	23	0.010056843025797988
chr02-26254779-26268674	13896	82	0.00590097869890616
chr02-26270020-26280389	10370	70	0.006750241080038573
chr02-26282957-26286388	3432	19	0.005536130536130536
chr02-26289898-26291530	1633	15	0.009185548071034905
chr02-26294950-26298920	3971	49	0.012339461092923696
chr02-26300128-26304198	4071	37	0.00908867600098256
chr02-26304224-26308227	4004	26	0.006493506493506494
chr02-26308627-26321568	12942	119	0.00919486941740071
chr02-26326499-26330174	3676	20	0.00544069640914037
chr02-26342406-26347647	5242	44	0.008393742846241892
chr02-26348407-26352428	4022	55	0.013674788662357036
chr02-26354959-26356240	1282	9	0.0070202808112324495
chr02-26356761-26361072	4312	59	0.01368274582560297
chr02-26368532-26373786	5255	32	0.006089438629876308
chr02-26374749-26382927	8179	62	0.007580388800586869
chr02-26389870-26392299	2430	13	0.005349794238683128
chr02-26396415-26398704	2290	20	0.008733624454148471
chr02-26400231-26401397	1167	5	0.004284490145672665
chr02-26401951-26410575	8625	6	0.0006956521739130435
chr02-26410860-26411228	369	0	0.0
chr02-26429927-26431169	1243	0	0.0
chr02-26431906-26436347	4442	12	0.0027014858171994596
chr02-26451593-26455059	3467	1	0.00028843380444188056
chr02-26456011-26456544	534	0	0.0
chr02-26457177-26458345	1169	9	0.007698887938408896
chr02-26458838-26460664	1827	8	0.004378762999452655
chr02-26461625-26465422	3798	35	0.009215376513954713
chr02-26469148-26472764	3617	27	0.007464749792645839
chr02-26477286-26477815	530	2	0.0037735849056603774
chr02-26480008-26483349	3342	48	0.01436265709156194
chr02-26483409-26485021	1613	12	0.007439553626782393
chr02-26489876-26492224	2349	4	0.0017028522775649213
chr02-26492288-26494367	2080	8	0.0038461538461538464
chr02-26496190-26501185	4996	47	0.009407526020816653
chr02-26511216-26520415	9200	50	0.005434782608695652
chr02-26520665-26529451	8787	50	0.005690224194833276
chr02-26546593-26551085	4493	34	0.007567326953038059
chr02-26619662-26622349	2688	38	0.014136904761904762
chr02-26627789-26628671	883	4	0.004530011325028313
chr02-26638986-26639354	369	0	0.0
chr02-26639753-26643852	4100	29	0.007073170731707317
chr02-26649097-26650394	1298	14	0.01078582434514638
chr02-26665106-26675603	10498	42	0.0040007620499142695
chr02-26675511-26678207	2697	13	0.00482017055988135
chr02-26679584-26681703	2120	7	0.0033018867924528303
chr02-26681917-26683496	1580	7	0.004430379746835443
chr02-26684241-26689856	5616	33	0.005876068376068376
chr02-26693263-26694344	1082	14	0.012939001848428836
chr02-26726657-26727734	1078	13	0.012059369202226345
chr02-26732747-26737347	4601	40	0.008693762225603129
chr02-26740436-26749256	8821	67	0.00759551071307108
chr02-26750367-26754941	4575	28	0.006120218579234973
chr02-26761668-26765447	3780	23	0.006084656084656085
chr02-26767433-26770545	3113	19	0.006103437198843559
chr02-26772096-26780905	8810	45	0.00510783200908059
chr02-26782380-26785941	3562	22	0.006176305446378439
chr02-26787502-26790744	3243	16	0.004933703361085414
chr02-26793850-26799682	5833	54	0.009257671866963826
chr02-26800493-26807405	6913	33	0.004773614928395776
chr02-26816780-26818146	1367	6	0.0043891733723482075
chr02-26822532-26829067	6536	61	0.009332925336597308
chr02-26856216-26857672	1457	10	0.0068634179821551134
chr02-26863830-26865611	1782	0	0.0
chr02-26865711-26868873	3163	0	0.0
chr02-26869580-26877805	8226	11	0.001337223437879893
chr02-26892571-26895235	2665	20	0.0075046904315197
chr02-26901199-26902729	1531	11	0.007184846505551927
chr02-26904403-26905646	1244	12	0.00964630225080386
chr02-26906829-26908304	1476	11	0.007452574525745257
chr02-26957271-26958980	1710	7	0.004093567251461989
chr02-26960881-26962857	1977	11	0.00556398583712696
chr02-26964618-26969250	4633	43	0.009281243254910426
chr02-26974914-26975513	600	1	0.0016666666666666668
chr02-26975698-26980827	5130	20	0.003898635477582846
chr02-26982615-26985592	2978	14	0.0047011417058428475
chr02-26989015-26991453	2439	20	0.008200082000820008
chr02-27002519-27003458	940	6	0.006382978723404255
chr02-27008741-27015288	6548	32	0.004886988393402566
chr02-27018910-27023476	4567	86	0.018830742281585287
chr02-27031621-27035454	3834	24	0.006259780907668232
chr02-27036206-27040377	4172	24	0.005752636625119847
chr02-27054664-27055218	555	3	0.005405405405405406
chr02-27057682-27063283	5602	38	0.006783291681542306
chr02-27065580-27068034	2455	15	0.006109979633401222
chr02-27087581-27093293	5713	24	0.004200945212672852
chr02-27095241-27103878	8638	39	0.0045149340125028945
chr02-27108403-27109575	1173	3	0.0025575447570332483
chr02-27110845-27118572	7728	63	0.008152173913043478
chr02-27119432-27125155	5724	35	0.006114605171208945
chr02-27130526-27133983	3458	13	0.0037593984962406013
chr02-27159226-27163099	3874	20	0.005162622612287042
chr02-27163455-27166909	3455	13	0.0037626628075253256
chr02-27167207-27175278	8072	35	0.00433597621407334
chr02-27184573-27189815	5243	28	0.0053404539385847796
chr02-27195790-27198984	3195	23	0.007198748043818467
chr02-27199056-27203218	4163	25	0.006005284650492433
chr02-27208258-27212778	4521	18	0.003981420039814201
chr02-27221284-27231507	10224	65	0.0063575899843505475
chr02-27250365-27253147	2783	15	0.0053898670499461015
chr02-27257097-27257870	774	0	0.0
chr02-27257451-27266201	8751	35	0.003999542909381785
chr02-27263757-27264267	511	2	0.003913894324853229
chr02-27267387-27271958	4572	32	0.00699912510936133
chr02-27271918-27276875	4958	38	0.007664380798709157
chr02-27278188-27282567	4380	27	0.0061643835616438354
chr02-27288116-27298450	10335	58	0.005611998064828254
chr02-27298358-27304402	6045	38	0.006286186931348222
chr02-27309340-27312756	3417	27	0.007901668129938543
chr02-27314738-27317329	2592	16	0.006172839506172839
chr02-27326907-27330466	3560	14	0.003932584269662922
chr02-27330334-27333236	2903	16	0.005511539786427834
chr02-27339865-27347519	7655	44	0.005747877204441541
chr02-27347637-27382871	35235	245	0.006953313466723428
chr02-27355975-27366713	10739	72	0.006704534872893193
chr02-27381744-27383077	1334	5	0.0037481259370314842
chr02-27390077-27401537	11461	38	0.003315592007678213
chr02-27401672-27406547	4876	21	0.004306808859721083
chr02-27406560-27408413	1854	13	0.007011866235167206
chr02-27414699-27416637	1939	12	0.006188757091284167
chr02-27416816-27419789	2974	11	0.003698722259583053
chr02-27426768-27432960	6193	58	0.009365412562570645
chr02-27433674-27435713	2040	11	0.005392156862745098
chr02-27448367-27457198	8832	34	0.0038496376811594205
chr02-27458734-27463736	5003	37	0.007395562662402559
chr02-27464548-27465513	966	9	0.009316770186335404
chr02-27465549-27466067	519	3	0.005780346820809248
chr02-27466125-27467351	1227	5	0.004074979625101874
chr02-27470414-27474382	3969	3	0.0007558578987150416
chr02-27485658-27501901	16244	152	0.009357301157350407
chr02-27502591-27511071	8481	45	0.005305978068623983
chr02-27512863-27532419	19557	172	0.008794804929181367
chr02-27534863-27539563	4701	25	0.005318017443097213
chr02-27541390-27542884	1495	20	0.013377926421404682
chr02-27545424-27557774	12351	83	0.006720103635333171
chr02-27569180-27572519	3340	42	0.012574850299401197
chr02-27573366-27581183	7818	44	0.005628037861345613
chr02-27584751-27588728	3978	21	0.005279034690799397
chr02-27589854-27592089	2236	23	0.010286225402504472
chr02-27592411-27598630	6220	59	0.009485530546623794
chr02-27602268-27607843	5576	39	0.006994261119081779
chr02-27620359-27621314	956	9	0.009414225941422594
chr02-27626530-27632610	6081	25	0.0041111659266568
chr02-27632462-27633935	1474	10	0.0067842605156037995
chr02-27640246-27647744	7499	45	0.00600080010668089
chr02-27665374-27674681	9308	94	0.010098839707778254
chr02-27673201-27677237	4037	22	0.005449591280653951
chr02-27691855-27695210	3356	16	0.004767580452920143
chr02-27696470-27706603	10134	54	0.0053285968028419185
chr02-27729679-27733772	4094	21	0.005129457743038593
chr02-27733761-27735698	1938	24	0.01238390092879257
chr02-27736009-27737738	1730	9	0.005202312138728324
chr02-27736344-27740460	4117	27	0.006558173427252854
chr02-27740935-27742919	1985	9	0.004534005037783375
chr02-27742613-27750950	8338	28	0.0033581194531062605
chr02-27755490-27756910	1421	12	0.00844475721323012
chr02-27757563-27763425	5863	45	0.007675251577690602
chr02-27772765-27780325	7561	61	0.008067715910593836
chr02-27802003-27806344	4342	8	0.0018424689083371719
chr02-27813751-27816513	2763	5	0.0018096272167933405
chr02-27817067-27818647	1581	10	0.006325110689437065
chr02-27820383-27822135	1753	15	0.008556759840273816
chr02-27835175-27837535	2361	22	0.009318085556967387
chr02-27839915-27840379	465	6	0.012903225806451613
chr02-27840865-27843682	2818	40	0.014194464158977998
chr02-27859743-27861227	1485	15	0.010101010101010102
chr02-27863373-27864593	1221	20	0.01638001638001638
chr02-27868532-27870355	1824	9	0.004934210526315789
chr02-27882869-27883294	426	2	0.004694835680751174
chr02-27893502-27900226	6725	55	0.008178438661710037
chr02-27903875-27905467	1593	25	0.015693659761456372
chr02-27917477-27918222	746	14	0.01876675603217158
chr02-27922743-27924230	1488	14	0.009408602150537635
chr02-27929088-27929640	553	7	0.012658227848101266
chr02-27935818-27937323	1506	2	0.0013280212483399733
chr02-27941179-27942663	1485	9	0.006060606060606061
chr02-27945989-27947587	1599	14	0.008755472170106316
chr02-27948401-27950002	1602	4	0.0024968789013732834
chr02-27954289-27955053	765	6	0.00784313725490196
chr02-27969557-27970800	1244	0	0.0
chr02-27972410-27975135	2726	11	0.004035216434336023
chr02-27976700-27984569	7870	41	0.0052096569250317665
chr02-27986396-28001833	15438	65	0.0042103899468843116
chr02-28002836-28008843	6008	37	0.006158455392809587
chr02-28018855-28048496	29642	166	0.005600161932393226
chr02-28050102-28051987	1886	15	0.007953340402969246
chr02-28056631-28057020	390	1	0.002564102564102564
chr02-28057123-28062422	5300	40	0.007547169811320755
chr02-28063865-28081074	17210	72	0.004183614177803602
chr02-28084078-28093204	9127	41	0.0044921661005806945
chr02-28094120-28103863	9744	47	0.004823481116584565
chr02-28111008-28117547	6540	49	0.007492354740061162
chr02-28117906-28120958	3053	20	0.006550933508024894
chr02-28121505-28130553	9049	37	0.0040888495966405125
chr02-28132806-28139653	6848	23	0.003358644859813084
chr02-28144155-28146542	2388	8	0.0033500837520938024
chr02-28147586-28150511	2926	3	0.0010252904989747095
chr02-28165747-28167864	2118	7	0.0033050047214353163
chr02-28181518-28189742	8225	22	0.002674772036474164
chr02-28193497-28195971	2475	14	0.0056565656565656566
chr02-28217351-28232861	15511	59	0.003803752175875185
chr02-28233066-28234028	963	3	0.003115264797507788
chr02-28244909-28247490	2582	10	0.0038729666924864447
chr02-28247619-28250095	2477	11	0.0044408558740411785
chr02-28259295-28259735	441	2	0.0045351473922902496
chr02-28263337-28271122	7786	32	0.004109940919599281
chr02-28274488-28274880	393	4	0.010178117048346057
chr02-28278958-28288970	10013	29	0.002896234894636972
chr02-28288399-28291861	3463	17	0.004909038406006353
chr02-28316629-28320867	4239	1	0.00023590469450342062
chr02-28324448-28331427	6980	1	0.00014326647564469913
chr02-28333663-28338330	4668	0	0.0
chr02-28339310-28341996	2687	1	0.0003721622627465575
chr02-28344967-28347042	2076	0	0.0
chr02-28370870-28373890	3021	1	0.00033101621979476995
chr02-28374326-28375650	1325	1	0.0007547169811320754
chr02-28379016-28380269	1254	1	0.0007974481658692185
chr02-28392863-28397888	5026	0	0.0
chr02-28399335-28401905	2571	0	0.0
chr02-28405124-28407934	2811	1	0.0003557452863749555
chr02-28411817-28415593	3777	0	0.0
chr02-28419410-28423192	3783	1	0.0002643404705260375
chr02-28423775-28424365	591	0	0.0
chr02-28426890-28428595	1706	0	0.0
chr02-28432579-28436139	3561	2	0.0005616399887672002
chr02-28435976-28441037	5062	0	0.0
chr02-28441806-28444658	2853	1	0.0003505082369435682
chr02-28445529-28453814	8286	1	0.00012068549360366884
chr02-28454139-28458167	4029	4	0.0009928021841648052
chr02-28458519-28462119	3601	0	0.0
chr02-28462669-28469557	6889	0	0.0
chr02-28476226-28479989	3764	0	0.0
chr02-28479133-28481282	2150	0	0.0
chr02-28483016-28487503	4488	1	0.0002228163992869875
chr02-28499344-28503403	4060	35	0.008620689655172414
chr02-28517077-28519776	2700	0	0.0
chr02-28520478-28528797	8320	2	0.0002403846153846154
chr02-28534366-28534930	565	0	0.0
chr02-28548661-28549160	500	0	0.0
chr02-28554291-28571002	16712	4	0.00023934897079942556
chr02-28572983-28574479	1497	0	0.0
chr02-28577551-28582079	4529	2	0.00044159858688452196
chr02-28582393-28583127	735	1	0.0013605442176870747
chr02-28591403-28591933	531	1	0.0018832391713747645
chr02-28596137-28596628	492	0	0.0
chr02-28600875-28602953	2079	4	0.001924001924001924
chr02-28632541-28636475	3935	1	0.00025412960609911054
chr02-28636132-28637806	1675	1	0.0005970149253731343
chr02-28640692-28644644	3953	0	0.0
chr02-28643319-28645859	2541	0	0.0
chr02-28647069-28652942	5874	0	0.0
chr02-28660777-28662094	1318	0	0.0
chr02-28668836-28669864	1029	0	0.0
chr02-28671196-28672229	1034	0	0.0
chr02-28673627-28674607	981	0	0.0
chr02-28676639-28677617	979	0	0.0
chr02-28677633-28687809	10177	2	0.00019652156824211456
chr02-28696821-28697969	1149	0	0.0
chr02-28703341-28704462	1122	0	0.0
chr02-28717116-28721098	3983	1	0.00025106703489831785
chr02-28730223-28730972	750	0	0.0
chr02-28744756-28747227	2472	0	0.0
chr02-28752196-28754551	2356	1	0.00042444821731748726
chr02-28780639-28783808	3170	0	0.0
chr02-28790849-28800337	9489	10	0.0010538518284329223
chr02-28805293-28806931	1639	3	0.0018303843807199512
chr02-28829303-28830541	1239	1	0.0008071025020177562
chr02-28840245-28848910	8666	16	0.0018462958689129934
chr02-28850326-28853622	3297	5	0.001516530178950561
chr02-28854794-28859434	4641	14	0.0030165912518853697
chr02-28859864-28869262	9399	5	0.0005319714863283328
chr02-28871972-28880661	8690	16	0.0018411967779056386
chr02-28882037-28884693	2657	4	0.0015054572826496049
chr02-28885032-28889933	4902	15	0.0030599755201958386
chr02-28892283-28893493	1211	0	0.0
chr02-28898900-28910278	11379	4	0.0003515247385534757
chr02-28911048-28912105	1058	0	0.0
chr02-28915467-28922375	6909	0	0.0
chr02-28920175-28921656	1482	0	0.0
chr02-28926989-28933983	6995	4	0.0005718370264474624
chr02-28955573-28960872	5300	0	0.0
chr02-28961612-28970260	8649	2	0.00023124060585038732
chr02-28984249-28994294	10046	5	0.0004977105315548477
chr02-28996794-29000944	4151	17	0.004095398699108649
chr02-29000845-29004599	3755	0	0.0
chr02-29005918-29007984	2067	1	0.0004837929366231253
chr02-29010179-29011423	1245	0	0.0
chr02-29011380-29016224	4845	0	0.0
chr02-29025391-29032833	7443	7	0.0009404809888485826
chr02-29034246-29038946	4701	2	0.00042544139544777704
chr02-29048813-29055156	6344	2	0.00031525851197982345
chr02-29055277-29059190	3914	1	0.0002554931016862545
chr02-29072812-29085684	12873	82	0.006369921541210285
chr02-29099694-29102460	2767	0	0.0
chr02-29104504-29105721	1218	0	0.0
chr02-29120359-29123129	2771	1	0.00036088054853843375
chr02-29124865-29125999	1135	0	0.0
chr02-29127342-29129944	2603	6	0.002305032654629274
chr02-29130886-29133038	2153	6	0.002786809103576405
chr02-29132837-29134888	2052	11	0.005360623781676413
chr02-29142989-29147752	4764	5	0.0010495382031905961
chr02-29148177-29149205	1029	2	0.001943634596695821
chr02-29151090-29165949	14860	13	0.0008748317631224764
chr02-29201619-29203469	1851	3	0.0016207455429497568
chr02-29203645-29208396	4752	3	0.0006313131313131314
chr02-29209498-29218017	8520	28	0.0032863849765258214
chr02-29218744-29220292	1549	7	0.004519044544867657
chr02-29235943-29244507	8565	17	0.00198482194979568
chr02-29244602-29252804	8203	15	0.0018285992929416067
chr02-29254421-29257666	3246	24	0.0073937153419593345
chr02-29264579-29265091	513	0	0.0
chr02-29267261-29276520	9260	11	0.0011879049676025918
chr02-29308918-29312761	3844	36	0.009365244536940686
chr02-29313866-29317482	3617	10	0.002764722145424385
chr02-29323559-29326705	3147	16	0.005084207181442644
chr02-29338785-29342138	3354	3	0.0008944543828264759
chr02-29342249-29348255	6007	19	0.003162976527384718
chr02-29353824-29370979	17156	8	0.00046630916297505244
chr02-29373408-29377264	3857	6	0.00155561317085818
chr02-29380408-29382592	2185	6	0.002745995423340961
chr02-29387997-29390284	2288	1	0.00043706293706293706
chr02-29393550-29399628	6079	2	0.0003290014805066623
chr02-29400132-29403448	3317	0	0.0
chr02-29408619-29410454	1836	6	0.0032679738562091504
chr02-29419355-29421717	2363	17	0.007194244604316547
chr02-29421871-29422236	366	1	0.00273224043715847
chr02-29425613-29428318	2706	10	0.003695491500369549
chr02-29432034-29435888	3855	5	0.0012970168612191958
chr02-29451912-29454973	3062	3	0.0009797517962116264
chr02-29457926-29460430	2505	20	0.007984031936127744
chr02-29461592-29462640	1049	6	0.005719733079122974
chr02-29478194-29485874	7681	7	0.0009113396693138915
chr02-29489068-29492703	3636	1	0.000275027502750275
chr02-29496690-29498115	1426	8	0.005610098176718092
chr02-29498819-29500731	1913	7	0.0036591740721380033
chr02-29500920-29507263	6344	9	0.0014186633039092057
chr02-29521095-29538583	17489	79	0.004517125050031448
chr02-29541466-29542288	823	1	0.001215066828675577
chr02-29543273-29544315	1043	0	0.0
chr02-29554500-29556142	1643	1	0.0006086427267194157
chr02-29562852-29570207	7356	8	0.001087547580206634
chr02-29578264-29595287	17024	14	0.0008223684210526315
chr02-29614329-29614655	327	1	0.0030581039755351682
chr02-29614738-29620688	5951	3	0.000504116955133591
chr02-29637082-29646137	9056	19	0.0020980565371024737
chr02-29652465-29660263	7799	11	0.0014104372355430183
chr02-29666311-29673967	7657	21	0.002742588481128379
chr02-29674155-29677337	3183	6	0.001885014137606032
chr02-29678586-29688745	10160	8	0.0007874015748031496
chr02-29694467-29698010	3544	6	0.001693002257336343
chr02-29706154-29709448	3295	32	0.009711684370257967
chr02-29710724-29720803	10080	69	0.006845238095238095
chr02-29723552-29735898	12347	13	0.001052887341054507
chr02-29751653-29763282	11630	1	8.598452278589854e-05
chr02-29772421-29782821	10401	2	0.00019228920296125374
chr02-29784299-29787241	2943	1	0.0003397893306150187
chr02-29788174-29789443	1270	0	0.0
chr02-29790714-29795731	5018	1	0.00019928258270227183
chr02-29802633-29803942	1310	0	0.0
chr02-29805732-29806509	778	0	0.0
chr02-29807629-29807931	303	0	0.0
chr02-29816049-29816800	752	5	0.006648936170212766
chr02-29819035-29824832	5798	38	0.006553984132459468
chr02-29825535-29830959	5425	32	0.005898617511520737
chr02-29836798-29839569	2772	4	0.001443001443001443
chr02-29841561-29843171	1611	4	0.002482929857231533
chr02-29843303-29844868	1566	7	0.004469987228607918
chr02-29848798-29852501	3704	11	0.0029697624190064796
chr02-29852607-29853002	396	1	0.0025252525252525255
chr02-29853398-29856485	3088	15	0.0048575129533678756
chr02-29857553-29857924	372	0	0.0
chr02-29858325-29859062	738	3	0.0040650406504065045
chr02-29859648-29862149	2502	14	0.005595523581135092
chr02-29865050-29868218	3169	9	0.002840012622278321
chr02-29875578-29885301	9724	10	0.0010283833813245578
chr02-29895439-29901090	5652	7	0.0012384996461429583
chr02-29902840-29910776	7937	15	0.0018898828272647095
chr02-29911016-29918407	7392	25	0.003382034632034632
chr02-29935911-29940636	4726	7	0.0014811680067710537
chr02-29955851-29958113	2263	4	0.0017675651789659744
chr02-29960410-29961131	722	1	0.0013850415512465374
chr02-29961387-29967158	5772	14	0.0024255024255024253
chr02-29979355-29979887	533	5	0.009380863039399626
chr02-30003377-30011368	7992	17	0.0021271271271271273
chr02-30013625-30015061	1437	10	0.006958942240779402
chr02-30022322-30023144	823	2	0.002430133657351154
chr02-30027384-30033660	6277	25	0.003982794328500876
chr02-30036970-30039037	2068	8	0.0038684719535783366
chr02-30059469-30060785	1317	3	0.002277904328018223
chr02-30071446-30072503	1058	1	0.000945179584120983
chr02-30073520-30081691	8172	21	0.0025697503671071953
chr02-30082727-30087586	4860	9	0.001851851851851852
chr02-30089465-30090920	1456	11	0.007554945054945055
chr02-30091933-30094114	2182	12	0.005499541704857928
chr02-30095210-30097983	2774	12	0.004325883201153569
chr02-30106140-30107114	975	3	0.003076923076923077
chr02-30107222-30111357	4136	15	0.0036266924564796904
chr02-30113442-30116480	3039	17	0.005593945376768674
chr02-30124532-30131610	7079	11	0.0015538917926260771
chr02-30134292-30139621	5330	10	0.001876172607879925
chr02-30139968-30141782	1815	4	0.0022038567493112946
chr02-30141822-30142205	384	0	0.0
chr02-30148012-30150237	2226	5	0.0022461814914645105
chr02-30153137-30155323	2187	5	0.002286236854138089
chr02-30158278-30160403	2126	4	0.0018814675446848542
chr02-30161145-30163644	2500	21	0.0084
chr02-30164994-30165734	741	3	0.004048582995951417
chr02-30166215-30168492	2278	6	0.0026338893766461808
chr02-30170304-30174676	4373	9	0.002058083695403613
chr02-30177424-30178560	1137	5	0.0043975373790677225
chr02-30180420-30181553	1134	3	0.0026455026455026454
chr02-30182998-30184173	1176	2	0.0017006802721088435
chr02-30189039-30191735	2697	13	0.00482017055988135
chr02-30195977-30196453	477	3	0.006289308176100629
chr02-30196681-30198932	2252	24	0.010657193605683837
chr02-30202656-30204094	1439	7	0.004864489228630994
chr02-30207319-30208572	1254	2	0.001594896331738437
chr02-30213767-30217749	3983	53	0.013306552849610846
chr02-30224586-30228946	4361	23	0.005274019720247649
chr02-30227225-30232261	5037	19	0.003772086559459996
chr02-30238044-30246984	8941	31	0.003467173694217649
chr02-30248549-30252183	3635	14	0.0038514442916093533
chr02-30252098-30256616	4519	10	0.002212878955521133
chr02-30260201-30267876	7676	13	0.0016935904116727463
chr02-30276180-30279836	3657	6	0.0016406890894175555
chr02-30293582-30298413	4832	0	0.0
chr02-30309532-30309885	354	0	0.0
chr02-30312204-30314284	2081	0	0.0
chr02-30320708-30321460	753	1	0.0013280212483399733
chr02-30335083-30335925	843	0	0.0
chr02-30346675-30347430	756	1	0.0013227513227513227
chr02-30354896-30357419	2524	1	0.0003961965134706815
chr02-30373657-30374382	726	0	0.0
chr02-30384314-30384982	669	0	0.0
chr02-30385658-30391503	5846	2	0.00034211426616489907
chr02-30410207-30414327	4121	2	0.000485319097306479
chr02-30415744-30419438	3695	2	0.0005412719891745603
chr02-30428197-30432802	4606	0	0.0
chr02-30432880-30433424	545	0	0.0
chr02-30433455-30435683	2229	1	0.00044863167339614175
chr02-30439743-30445099	5357	1	0.00018667164457718873
chr02-30449018-30455568	6551	2	0.0003052969012364525
chr02-30457188-30462200	5013	2	0.00039896269698783165
chr02-30469488-30487801	18314	3	0.00016380910778639293
chr02-30489740-30490310	571	1	0.0017513134851138354
chr02-30491227-30494283	3057	0	0.0
chr02-30494404-30494712	309	0	0.0
chr02-30501119-30502209	1091	0	0.0
chr02-30502847-30506216	3370	0	0.0
chr02-30512006-30513322	1317	0	0.0
chr02-30518768-30522674	3907	0	0.0
chr02-30537479-30543443	5965	2	0.00033528918692372173
chr02-30543749-30545189	1441	0	0.0
chr02-30554443-30567768	13326	11	0.0008254539996998349
chr02-30575387-30576594	1208	0	0.0
chr02-30582682-30584385	1704	2	0.0011737089201877935
chr02-30585407-30596830	11424	2	0.00017507002801120448
chr02-30596865-30599905	3041	0	0.0
chr02-30601868-30602278	411	0	0.0
chr02-30603236-30604176	941	0	0.0
chr02-30609555-30609964	410	0	0.0
chr02-30623148-30623810	663	1	0.0015082956259426848
chr02-30628907-30630028	1122	0	0.0
chr02-30629764-30632031	2268	1	0.0004409171075837742
chr02-30640226-30642693	2468	0	0.0
chr02-30644885-30647972	3088	1	0.0003238341968911917
chr02-30655641-30659437	3797	0	0.0
chr02-30686357-30689756	3400	1	0.0002941176470588235
chr02-30692859-30706286	13428	2	0.00014894250819183795
chr02-30706630-30707759	1130	0	0.0
chr02-30712926-30714041	1116	0	0.0
chr02-30717914-30719317	1404	0	0.0
chr02-30727780-30729668	1889	2	0.0010587612493382743
chr02-30737827-30739200	1374	8	0.005822416302765648
chr02-30742555-30743789	1235	2	0.0016194331983805667
chr02-30749582-30751154	1573	2	0.0012714558169103624
chr02-30755157-30756259	1103	0	0.0
chr02-30767238-30768535	1298	0	0.0
chr02-30777843-30779468	1626	14	0.008610086100861008
chr02-30802338-30803911	1574	0	0.0
chr02-30809396-30811006	1611	0	0.0
chr02-30812896-30814987	2092	0	0.0
chr02-30820178-30821820	1643	1	0.0006086427267194157
chr02-30825255-30826742	1488	0	0.0
chr02-30829580-30830428	849	0	0.0
chr02-30840931-30845685	4755	1	0.0002103049421661409
chr02-30847944-30852665	4722	0	0.0
chr02-30879327-30881314	1988	0	0.0
chr02-30887127-30888891	1765	0	0.0
chr02-30889709-30891582	1874	3	0.0016008537886872999
chr02-30899532-30903364	3833	0	0.0
chr02-30926101-30927387	1287	3	0.002331002331002331
chr02-30934075-30935378	1304	0	0.0
chr02-30943936-30945211	1276	0	0.0
chr02-30956942-30958645	1704	16	0.009389671361502348
